1, 2, 2.730000066757202,
1, 3, 3.430000066757202,
1, 4, 1.6800000667572021,
1, 6, 3.234000086784363,
1, 7, 3.5,
1, 8, 4.8999999999999995,
1, 10, 3.7100000500679013,
1, 11, 4.2700000166893,
1, 12, 3.5000000834465026,
1, 13, 4.074000120162964,
1, 15, 2.8000000834465024,
1, 16, 2.590000033378601,
1, 17, 3.6400001168251035,
1, 18, 1.540000033378601,
1, 19, 3.3600000917911528,
1, 20, 2.67399999499321,
1, 22, 4.690000116825104,
1, 23, 4.129999983310699,
1, 24, 2.04400001168251,
2, 4, 3.15,
2, 5, 4.284000086784363,
2, 6, 5.964000153541565,
2, 7, 2.8700000166893003,
2, 8, 4.2700000166893,
2, 9, 3.570000100135803,
2, 10, 2.1700000166893005,
2, 11, 3.3600000500679013,
2, 13, 6.804000186920166,
2, 14, 3.570000100135803,
2, 15, 4.2700000166893,
2, 16, 2.240000033378601,
2, 17, 5.110000050067901,
2, 18, 4.270000100135803,
2, 19, 3.7100000500679013,
2, 20, 5.404000061750412,
2, 22, 5.6,
2, 23, 2.240000033378601,
2, 24, 4.7740000784397125,
3, 4, 1.75,
3, 5, 4.984000086784363,
3, 6, 5.250000083446502,
3, 7, 1.4700000166893004,
3, 8, 2.8700000166893003,
3, 9, 2.590000033378601,
3, 11, 1.9600000500679016,
3, 12, 2.1700000166893005,
3, 13, 6.090000116825103,
3, 14, 4.270000100135803,
3, 15, 2.8700000166893003,
3, 17, 3.7100000500679013,
3, 18, 4.9700001001358025,
3, 19, 2.3100000500679014,
3, 20, 6.104000061750412,
3, 21, 2.590000033378601,
3, 22, 4.199999999999999,
3, 24, 5.474000078439712,
4, 5, 3.234000086784363,
4, 6, 3.5000000834465026,
4, 8, 3.2199999332427978,
4, 10, 2.029999983310699,
4, 11, 2.589999949932098,
4, 12, 3.9200000166893,
4, 13, 4.340000116825103,
4, 14, 2.5200001001358032,
4, 17, 1.9600000500679016,
4, 18, 3.220000100135803,
4, 19, 1.6800000250339506,
4, 20, 4.354000061750412,
4, 21, 3.220000100135803,
4, 22, 3.0100000500679016,
4, 23, 2.449999916553497,
4, 24, 3.7240000784397123,
5, 7, 5.054000020027161,
5, 8, 4.9000000834465025,
5, 9, 2.3940000534057617,
5, 10, 5.2640000700950615,
5, 11, 5.824000036716461, 
5, 12, 5.054000103473663,
5, 13, 2.5200001001358032,
5, 14, 2.2399999916553495,
5, 15, 4.0600001335144045,
5, 16, 4.144000053405762,
5, 17, 3.220000100135803,
5, 18, 1.5399999916553497,
5, 19, 4.620000141859054,
5, 20, 1.1199999749660492,
5, 21, 3.0940000534057615,
5, 22, 3.570000100135803,
5, 23, 5.68400000333786,
6, 7, 3.7800001084804533,
6, 8, 3.2200000166893004,
6, 9, 4.074000120162964,
6, 10, 5.3200000584125515,
6, 11, 4.5500001251697535,
6, 12, 6.734000170230865,
6, 14, 3.9200000584125516,
6, 15, 2.380000066757202,
6, 16, 4.410000050067901,
6, 18, 3.220000058412552,
6, 19, 2.9400000751018522,
6, 20, 2.8000000417232513,
6, 21, 4.774000120162963,
6, 23, 4.410000091791153,
6, 24, 2.1700000584125516,
7, 9, 2.659999966621399,
7, 10, 1.5399999499320982,
7, 12, 3.640000033378601,
7, 13, 4.620000141859054,
7, 14, 4.340000033378601,
7, 15, 1.4000000417232512,
7, 16, 2.3100000500679014,
7, 17, 2.240000075101852,
7, 18, 5.0400000333786,
7, 20, 6.17399999499321,
7, 21, 4.060000050067901,
7, 22, 2.7299999833106994,
7, 24, 5.54400001168251,
8, 9, 4.059999966621398,
8, 10, 2.939999949932098,
8, 11, 2.1700000166893005,
8, 12, 5.0400000333786,
8, 13, 4.060000050067901,
8, 14, 5.7400000333786005,
8, 15, 2.8000000417232513,
8, 16, 3.7100000500679013,
8, 17, 2.3799999833106993,
8, 18, 6.440000033378601,
8, 19, 2.240000033378601,
8, 20, 6.020000058412552,
8, 21, 5.460000050067901,
8, 23, 2.029999983310699,
8, 24, 5.390000075101852,
9, 10, 2.8700000166893003,
9, 11, 3.429999983310699,
9, 12, 4.340000116825103,
9, 13, 4.914000153541565,
9, 14, 1.6800000667572021,
9, 15, 1.9600000500679016,
9, 16, 1.75,
9, 17, 2.8000000834465024,
9, 18, 2.380000066757202,
9, 19, 2.5200000584125517,
9, 20, 3.5140000283718105,
9, 21, 2.380000066757202,
9, 22, 3.8500000834465022,
9, 23, 3.289999949932098,
9, 24, 2.884000045061111,
10, 11, 2.029999983310699,
10, 12, 2.9400000333786007,
10, 13, 6.160000091791153,
10, 14, 4.550000083446502,
10, 15, 2.9399999916553496,
10, 17, 3.7800000250339507,
10, 18, 5.250000083446502,
10, 19, 2.3799999833106993,
10, 20, 6.384000045061111,
10, 21, 3.3600000500679013,
10, 22, 4.269999933242797,
10, 24, 5.7540000617504115,
11, 12, 4.130000066757202,
11, 13, 5.390000158548355,
11, 14, 5.110000050067901,
11, 15, 2.1700000584125516,
11, 16, 2.8000000834465024,
11, 17, 3.0100000917911527,
11, 18, 5.810000050067901,
11, 19, 1.6100000500679015,
11, 20, 6.94400001168251,
11, 21, 4.550000083446502,
11, 22, 3.5,
11, 24, 6.314000028371811,
12, 13, 7.574000203609466,
12, 14, 4.340000116825103,
12, 15, 5.0400000333786,
12, 16, 3.0100000500679016,
12, 17, 5.880000066757201,
12, 18, 5.040000116825103,
12, 19, 4.480000066757202,
12, 20, 6.174000078439712,
12, 21, 1.9600000500679016,
12, 22, 6.3700000166893,
12, 23, 3.0100000500679016,
12, 24, 5.544000095129013,
13, 14, 4.760000091791152,
13, 15, 3.220000100135803,
13, 16, 5.250000083446502,
13, 17, 2.380000066757202,
13, 18, 4.060000091791153,
13, 19, 3.7800001084804533,
13, 20, 3.640000075101852,
13, 21, 5.614000153541564,
13, 22, 2.730000066757202,
13, 23, 5.250000125169754,
13, 24, 3.0100000917911527,
14, 15, 3.6400001168251035,
14, 16, 3.430000066757202,
14, 17, 4.480000150203704,
14, 19, 4.200000125169754,
14, 20, 2.3799999833106993,
14, 21, 2.380000066757202,
14, 22, 5.530000150203705,
14, 23, 4.9700000166893,
14, 24, 1.75,
15, 16, 2.029999983310699,
15, 18, 4.340000116825103,
15, 20, 5.180000108480453,
15, 21, 4.340000116825103,
15, 22, 1.890000033378601,
15, 23, 2.0300000250339507,
15, 24, 4.5500001251697535,
16, 17, 2.8700000166893003,
16, 18, 4.130000066757202,
16, 19, 2.5899999916553496,
16, 20, 5.264000028371811,
16, 21, 3.430000066757202,
16, 22, 3.9200000166893,
16, 23, 1.6800000667572021,
16, 24, 4.634000045061111, 
17, 18, 4.760000091791152, 
17, 19, 1.4000000417232512,
17, 20, 4.340000075101852,
17, 21, 5.180000150203704,
17, 23, 2.870000058412552,
17, 24, 3.710000091791153,
18, 19, 4.900000125169754,
18, 20, 1.6799999833106993,
18, 21, 3.080000066757202,
18, 22, 5.110000091791153,
18, 23, 5.6700000166893005,
19, 20, 5.740000116825104,
19, 21, 4.9000000834465025,
19, 22, 2.4500000417232513,
19, 23, 1.4700000166893004,
19, 24, 5.110000133514404,
20, 21, 4.21400002837181,
20, 22, 4.690000075101852,
20, 23, 6.803999978303909,
21, 22, 6.230000150203704,
21, 23, 3.430000066757202,
21, 24, 3.5840000450611114,
22, 23, 3.3599999666213987,
22, 24, 4.060000091791153,
23, 24, 6.17399999499321,
